Date,Product,Category,Region,Sales_Channel,Unit_Price,Quantity_Sold,Discount_Percent,Customer_Rating,Shipping_Cost,Marketing_Spend,Revenue,Profit_Margin,Profit,Month,Quarter,Day_of_Week
2024-02-07,Keyboard,Accessories,Asia Pacific,Partner,45.66239437994845,7,0.05230992870149743,4.381875476204932,22.403090583524182,468.99769448099994,302.9165844991558,0.23676682724027232,71.72059863032497,2,1,Wednesday
2024-04-17,Laptop,Accessories,Asia Pacific,Partner,1486.4036120285887,3,0.0685650065391899,3.349909854191872,49.197575449824605,263.151586722797,4153.465015949919,0.11164359430805411,463.7077632134082,4,2,Wednesday
2023-01-02,Laptop,Electronics,Latin America,Retail,1498.329454771996,5,0.2647909029568019,3.3774142166827588,17.549210866648185,353.17533668665794,5507.927227580733,0.11045977189510768,608.4043851734207,1,1,Monday
2023-05-11,Tablet,Audio,Latin America,Retail,475.9751091715248,11,0.2806904982662842,4.570681302227888,35.10447146214029,294.5364445038628,3766.1076047740253,0.12717640063619973,478.96000958378,5,2,Thursday
2024-05-24,Tablet,Electronics,Asia Pacific,Online,321.01231676924374,14,0.16462013680997584,4.383790395385386,34.338256677617025,119.89196163567429,3754.34115371005,0.20592434722025982,773.1102513198992,5,2,Friday
2024-08-02,Laptop,Electronics,Europe,Online,1067.2936255327973,8,0.2547670231482534,4.3152257846006865,30.573887150096223,55.90063623576531,6363.0592458455985,0.10185488528911885,648.1086695734705,8,3,Friday
2024-04-14,Monitor,Computing,Europe,Retail,328.4806271340816,6,0.11792931740002811,4.784093110354227,33.401238169876834,399.45753873540775,1738.4587859821572,0.24819617962904214,431.47882912331403,4,2,Sunday
2024-08-31,Headphones,Audio,Asia Pacific,Direct,123.20837825359516,16,0.08423170873225673,3.0486319328629077,34.046253315822554,96.78423290945398,1805.2852163706339,0.20820089929279084,375.86200552834646,8,3,Saturday
2023-06-07,Keyboard,Electronics,Europe,Online,62.087350556656475,9,0.28592155410718595,3.6615006093410276,29.874423507597047,290.4233098937108,399.01714915589633,0.2666323907322479,106.39089642260261,6,2,Wednesday
2023-04-26,Keyboard,Computing,North America,Online,44.77277577875866,1,0.0950766015468833,3.338985493372185,30.05605681062576,468.7158393387827,40.51593241589367,0.31624756842484025,12.813065108991537,4,2,Wednesday
2023-11-19,Desktop,Audio,Europe,Direct,723.5674870461442,15,0.297016155031279,3.280168030473048,28.324834356368154,439.9128052446982,7629.843812070804,0.17529184464395633,1337.449396163167,11,4,Sunday
2023-04-14,Laptop,Electronics,North America,Partner,1385.3465981460713,7,0.088077553279348,4.618722310957027,41.455102760563136,434.8654361042508,8843.30061536248,0.14712509428867293,1301.0714368582842,4,2,Friday
2024-05-20,Mouse,Computing,North America,Direct,29.97868973708469,1,0.021282275099978296,3.7935676544277768,7.284583896772862,444.4424029858234,29.340675014963157,0.18341606678901629,5.381551208179304,5,2,Monday
2023-04-02,Webcam,Accessories,Europe,Direct,81.68550528735652,19,0.13967940543973803,4.085289269415153,17.8943563457728,299.50829767881527,1335.2387270397057,0.10052895458557165,134.23015335147107,4,2,Sunday
2023-11-01,Headphones,Audio,Europe,Retail,95.16327573366115,11,0.038118153795565435,4.044486520109609,39.64970988943749,115.75230347345315,1006.8941008891121,0.13600388665773422,136.941511173664,11,4,Wednesday
2023-04-13,Mouse,Audio,Europe,Online,22.42975042493591,15,0.20985366323015814,3.2767061848356027,10.973544000933641,485.0730648859379,265.8417769938737,0.3252491091059003,86.46480113038685,4,2,Thursday
2024-10-31,Desktop,Computing,North America,Direct,748.3329005048297,5,0.055300102299411014,3.1617459332343953,24.27415137230485,347.36495137502953,3534.7500727644883,0.16684205272008557,589.744957992499,10,4,Thursday
2023-02-27,Laptop,Accessories,North America,Partner,1110.1457388987571,16,0.054859799132192195,4.869227994679419,33.72217672295076,263.1811661390177,16787.893866484996,0.39828989014121163,6686.44840378463,2,1,Monday
2024-03-22,Tablet,Electronics,Europe,Online,403.920012485558,12,0.1698111631482229,3.3172928952849823,10.407409151253898,177.52103669103678,4023.958624158489,0.15034945640944275,604.999991756318,3,1,Friday
2023-03-10,Keyboard,Computing,North America,Retail,61.38651460027518,5,0.14225214872619754,3.195668321302003,27.122714380257456,242.0011676824772,263.2707549778697,0.336631514669648,88.62523301642204,3,1,Friday
2023-09-11,Laptop,Accessories,North America,Partner,988.8353545182202,5,0.2660041161894143,3.521787246683428,5.688704313067314,467.38379095894663,3629.005399913775,0.3115133415476604,1130.4835986216438,9,3,Monday
2023-11-21,Tablet,Electronics,Latin America,Direct,334.11374948008597,2,0.007953393162486543,4.171551162546926,47.31036086412309,291.9823471591807,662.9128229389567,0.19663964284489233,130.3549407400158,11,4,Tuesday
2024-11-05,Desktop,Audio,North America,Online,964.4816706944014,11,0.28243944263295756,3.7722052756015483,48.25357537207614,453.6218145584712,7612.814057131481,0.19922174306978957,1516.6380861279301,11,4,Tuesday
2023-10-12,Keyboard,Electronics,Latin America,Partner,49.4314770806994,19,0.18547616530136785,3.6731084297774528,34.507518592133394,198.84434427312686,764.9992090651876,0.2690654742901314,205.8348750187001,10,4,Thursday
2024-08-24,Desktop,Accessories,Europe,Partner,752.7419099093601,4,0.2078671076075818,3.696673208906395,47.149166833506825,29.201300071066665,2385.086505285978,0.35571222924476753,848.4044377368873,8,3,Saturday
2023-10-04,Laptop,Electronics,North America,Direct,1066.4637262678336,9,0.1705560851249875,4.151849150516169,37.92414898848381,72.56796741700813,7961.146633690071,0.21585608323583935,1718.4619304145263,10,4,Wednesday
2023-04-06,Laptop,Audio,Asia Pacific,Retail,1297.120015286264,12,0.1286982082125055,4.501742135582995,38.95442933381071,60.530695729606975,13562.195921788132,0.11835396427552197,1605.1396516249424,4,2,Thursday
2023-03-03,Laptop,Audio,Latin America,Online,1152.0297606183672,19,0.11676050362024892,3.0216753029605967,45.74218893886687,54.730471625205446,19332.845526077985,0.21232575307068904,4104.8609853238095,3,1,Friday
2024-12-18,Webcam,Computing,Latin America,Direct,81.50392080462323,15,0.024985323358577893,3.183408294516962,32.109841665550356,281.3144956494424,1192.012784824917,0.16219380197282243,193.33708557096517,12,4,Wednesday
2024-04-28,Mouse,Electronics,Asia Pacific,Direct,29.870226784931926,13,0.2792787317061878,4.948496417068821,49.81690589136481,37.37686579190152,279.86540052457923,0.38176210511950526,106.84200445437686,4,2,Sunday
2023-08-03,Monitor,Electronics,Asia Pacific,Partner,257.5600524641409,12,0.20640900305251172,4.673927748474748,44.00909173898786,420.8555742443527,2452.7680657063793,0.30918230391278434,758.3524815188019,8,3,Thursday
2024-10-14,Headphones,Audio,Europe,Online,121.09300296451781,2,0.02440463419256993,3.169675428170384,49.3987810325529,193.39268992049895,236.27554504777794,0.1152497992640046,27.23070913774968,10,4,Monday
2023-12-08,Laptop,Audio,North America,Partner,1504.6162238091279,13,0.2260134555776825,3.7525191710618317,8.757532251440095,390.801988804444,15139.185252721183,0.18789656117878195,2844.600848034839,12,4,Friday
2023-06-16,Headphones,Computing,Europe,Retail,96.51262645095493,3,0.07610465216194162,3.8104041735628345,30.716286134225477,373.0771918462275,267.50269975700877,0.11506478947624209,30.780141831866608,6,2,Friday
2023-12-27,Tablet,Computing,North America,Partner,436.6737530194319,17,0.024867396508006265,4.056740242594419,24.63511242229502,403.0335320230997,7238.8518321937945,0.3490050011124358,2526.3954917475535,12,4,Wednesday
2024-11-02,Mouse,Electronics,North America,Partner,31.139288921225887,11,0.27573471458359783,3.5059803359784825,36.29350053979914,46.96292807398694,248.08416576015028,0.3718889205721483,92.2597526155842,11,4,Saturday
2023-08-21,Webcam,Electronics,Europe,Partner,77.0452899287915,3,0.27034740314729666,3.090892760682916,17.643343531650366,475.7016271975138,168.64888761543645,0.13368388175172233,22.545637949541515,8,3,Monday
2023-12-24,Tablet,Audio,Latin America,Direct,387.1320129593927,4,0.13910952148199465,3.7067044560521056,31.264525033289242,48.089972112842574,1333.1130555450009,0.23208701380260888,309.3982281227107,12,4,Sunday
2024-12-04,Laptop,Computing,Europe,Partner,1281.6578198064724,1,0.12336201626165587,4.205563764046597,17.193093913180846,75.26071135963736,1123.5499269976278,0.3795649845509278,426.46021068305066,12,4,Wednesday
2023-09-10,Monitor,Accessories,Europe,Partner,348.857926258254,15,0.27575296555066786,3.1654968400706123,44.449766866660674,280.2780575465943,3789.8897780502634,0.14356350601440118,544.0898639450365,9,3,Sunday
2023-04-29,Mouse,Audio,North America,Retail,30.131916634772914,15,0.045125067331058456,4.18826143070427,22.14008854839597,485.25805492915555,431.5831780172242,0.18757107719689448,80.95252160074982,4,2,Saturday
2024-11-19,Monitor,Electronics,North America,Retail,245.5232801453987,1,0.0041015894480991855,3.1507181207049246,36.12714787260104,271.8296747644369,244.51624445029165,0.19128239505179678,46.7716528675224,11,4,Tuesday
2024-03-12,Mouse,Computing,North America,Online,31.809571623530353,10,0.11335516478273593,3.4821696646592635,14.227039782793621,133.20679536078126,282.0379239047683,0.10901749366059955,30.74706758133674,3,1,Tuesday
2024-12-17,Mouse,Audio,Europe,Online,28.39625855507321,2,0.10744881540985214,3.227115184399258,35.22079380167598,264.9507734428587,50.69022842251743,0.11088197040699721,5.620632407869507,12,4,Tuesday
2023-11-02,Headphones,Audio,North America,Retail,128.39868827199115,17,0.04020456853519222,3.057565352626678,38.98117650531285,313.9516801631977,2095.0200649620288,0.3858378481248739,808.3380336433827,11,4,Thursday
2023-03-16,Desktop,Computing,Asia Pacific,Retail,886.9054848389169,2,0.10517626764197908,4.179835373709266,22.650982029487956,224.36271179162725,1587.2481523847196,0.2713277826958762,430.6645217746722,3,1,Thursday
2023-11-04,Webcam,Electronics,Europe,Online,89.38698797779287,10,0.2587091126240235,4.899041247315284,11.618306641806708,464.0279363291323,662.6175963792382,0.19199449642858538,127.21893174155147,11,4,Saturday
2024-05-22,Desktop,Audio,Latin America,Online,1032.0130301141908,2,0.09862548308625246,4.2668017086334515,15.806552845018688,47.17303077324532,1860.4604929357429,0.21360239821197538,397.39882306970856,5,2,Wednesday
2024-10-24,Laptop,Computing,Latin America,Partner,1200.1802933461688,16,0.19226242344096436,3.3637601687982897,20.555027749573846,449.4263208539458,15510.89154530155,0.3144528786535073,4877.444496902421,10,4,Thursday
2024-10-28,Monitor,Electronics,Latin America,Retail,330.29030933114404,19,0.01226058487994366,3.3378701261443293,17.536565256438138,96.73513729560594,6198.574382212767,0.20995516106638612,1301.4226827994564,10,4,Monday
2024-05-27,Mouse,Electronics,North America,Direct,22.579171480072407,2,0.03862451948989317,3.660199026620311,19.471224410601305,55.22238725208558,43.41412366234942,0.1683281209279865,7.307817857818512,5,2,Monday
2023-05-01,Webcam,Accessories,Asia Pacific,Direct,92.75919840400414,16,0.018323387956459124,3.5537552962944075,41.279057590687756,376.6472482879926,1456.9525700018785,0.13055120247993984,190.20690996998397,5,2,Monday
2024-11-22,Mouse,Computing,Asia Pacific,Partner,31.550521988842917,14,0.1854764314590888,3.7378272791395446,25.814062225991655,376.2607596855407,359.7810126355315,0.3186799035154112,114.65497839336813,11,4,Friday
2024-11-29,Headphones,Audio,Asia Pacific,Partner,114.35827527016656,14,0.22488486960257623,3.0609443054671885,44.02467414836255,183.53186868863148,1240.9716122728348,0.15416950500256743,191.319979186341,11,4,Friday
2023-01-15,Monitor,Audio,North America,Partner,296.5926244656934,10,0.1691895276056509,4.681419971755862,9.014194792042527,272.31442636760653,2464.1225844102255,0.12089448097788928,297.8988209081694,1,1,Sunday
2023-05-25,Laptop,Electronics,Latin America,Online,1367.4613914866936,3,0.1946468520874728,3.9591642035085,31.288976812137616,371.0430129435073,3303.868008847961,0.22808633364894312,753.5671409981654,5,2,Thursday
2024-01-04,Webcam,Audio,Asia Pacific,Retail,70.64159646745216,6,0.2698942191435037,4.215110444587146,15.995891995909453,254.1413719459807,309.45502769891203,0.11187128854340614,34.61913269491273,1,1,Thursday
2024-01-12,Headphones,Electronics,North America,Retail,91.26663988562642,6,0.07378731851535243,3.321362746519111,13.39551608230876,149.69663265998508,507.1939155513584,0.3894994175028661,197.55173466825195,1,1,Friday
2024-10-25,Webcam,Computing,North America,Partner,61.93633042029424,8,0.20908843870992647,4.994511069536789,45.347461833830934,292.2392247247734,391.88927834634234,0.28818789027245195,112.93774434702608,10,4,Friday
2023-01-04,Monitor,Computing,Europe,Retail,278.685424056741,6,0.20059296597732929,4.858751978255172,30.05433018562684,290.09021784025094,1336.6985296232974,0.14580904313396825,194.90273356295532,1,1,Wednesday
2023-06-22,Monitor,Audio,North America,Retail,385.1991099756351,4,0.12763093158492503,4.01522075736891,15.908437958678611,66.27004412220973,1344.1431548950434,0.15173622593453825,203.95520943951735,6,2,Thursday
2024-10-15,Desktop,Audio,Europe,Online,842.441582543739,4,0.09619265764785428,4.187766195115797,21.615371667945325,232.59130638735883,3045.61955122317,0.27094854408185365,825.2061832311465,10,4,Tuesday
2024-10-11,Mouse,Audio,Europe,Online,28.55714434849792,1,0.04164743203260611,3.0054217988286593,10.25132288637566,241.8514385154272,27.36781262019853,0.2069697272013381,5.664308712099828,10,4,Friday
2024-02-23,Headphones,Accessories,Asia Pacific,Online,122.53637300082273,12,0.12255548788077507,4.865876134199909,49.59182644058258,110.45088692608626,1290.2264162947952,0.3322800232563141,428.71646361234536,2,1,Friday
2024-06-30,Monitor,Electronics,Latin America,Direct,326.1709669769868,8,0.24838226615324757,4.501003849530627,40.9791708913782,414.31501157947065,1961.2470643667739,0.263741945685675,517.2631167264112,6,2,Sunday
2023-01-05,Mouse,Computing,Asia Pacific,Retail,26.538317809613993,4,0.09485897468894838,4.176613351590113,35.73419285377096,231.45481463652922,96.0836807688982,0.2300001626574824,22.099262205576203,1,1,Thursday
2024-06-09,Tablet,Audio,Asia Pacific,Online,380.2755748328284,15,0.1732458812718377,3.710724903636792,22.616694959067587,270.61016504720527,4715.915966171406,0.38889407441958157,1833.9917747047555,6,2,Sunday
2024-09-07,Mouse,Audio,Asia Pacific,Partner,21.461225508854554,6,0.09984473577374528,4.461098273618603,36.217292333150226,91.69807239675775,115.91061071125326,0.21721871686290672,25.177954129494324,9,3,Saturday
2024-10-30,Webcam,Electronics,Latin America,Retail,93.52097186441091,4,0.299307784777153,4.504806240077645,36.814120755955656,391.500250134868,262.1176677818705,0.22018327713920308,57.71392708829716,10,4,Wednesday
2023-09-11,Laptop,Audio,Europe,Retail,1417.4752114444143,10,0.10262452461477224,4.642514609344026,9.978428162984326,424.76162294991394,12720.074917167076,0.29973172631823675,3812.61001381979,9,3,Monday
2024-11-26,Tablet,Computing,North America,Direct,349.9834854697548,15,0.12268655312564797,4.54376396119649,5.549138254312004,303.2369235905612,4605.678269798554,0.34284357523665054,1579.027204407487,11,4,Tuesday
2023-10-19,Keyboard,Accessories,Asia Pacific,Partner,48.642399837597985,11,0.2877224383692083,3.685048514357087,15.230794236349416,217.56246258603662,381.1157894301374,0.2878644972575636,109.70970512122597,10,4,Thursday
2023-10-29,Desktop,Computing,Latin America,Retail,874.4919328067189,18,0.18343627063039433,3.036220367641681,44.24557590248682,466.73795841697006,12853.411091213202,0.3095830666163286,3979.198422098114,10,4,Sunday
2023-11-20,Keyboard,Electronics,Latin America,Online,57.68096585783496,10,0.2313740005559214,3.748870739440844,8.101469271524845,47.88732208950576,443.3509003137817,0.21187947056998335,93.93695403520954,11,4,Monday
2023-10-23,Headphones,Electronics,Europe,Partner,102.5419685702066,14,0.07077181037852436,3.3310410207345793,13.384439577235431,420.3704866112211,1333.9884294060148,0.24384905094347795,325.2918124802374,10,4,Monday
2024-07-20,Laptop,Computing,Latin America,Partner,1199.4016223220783,9,0.22327489555298666,3.411159616751275,40.45054499215216,305.8235505477681,8384.448153348303,0.159110525940389,1334.0539553991719,7,3,Saturday
2024-07-28,Monitor,Audio,North America,Retail,377.9783424619141,2,0.13971003669564394,3.961673956178147,46.33046262226855,297.66342982691793,650.3419487328028,0.30407394720955705,197.75204338713874,7,3,Sunday
2023-06-28,Monitor,Accessories,Latin America,Online,314.755165910922,6,0.010163748073978495,3.622946342265515,40.122306839573945,146.0177145884149,1869.3364421977208,0.16643558212801285,311.1240989502861,6,2,Wednesday
2023-06-05,Desktop,Accessories,North America,Online,711.2143867479006,9,0.04459881832593388,3.8292482474540472,8.840735063538974,498.4683834045142,6115.455589702864,0.10037703861814336,613.851321895145,6,2,Monday
2023-11-23,Laptop,Electronics,Latin America,Online,1198.3908692745588,19,0.06297167792867572,4.7961085788814275,14.231283821690322,103.43698312519662,21335.597523016775,0.3801286359420254,8110.271583432423,11,4,Thursday
2024-04-21,Mouse,Accessories,Latin America,Direct,27.34317005292593,1,0.23265828500850316,3.9065776694960554,28.597562119741102,225.9737459997318,20.98155500171632,0.19180457236436615,4.024358184643626,4,2,Sunday
2023-08-10,Desktop,Accessories,Asia Pacific,Partner,681.1925917325262,8,0.25853568630405516,4.892230924267265,21.798919232588883,142.66488984034135,4040.6399801897564,0.1589896127398007,642.4197856713254,8,3,Thursday
2023-06-11,Headphones,Audio,North America,Partner,128.94657178079808,18,0.26009812800345705,3.815968990729689,29.827516786670287,134.4053963812191,1717.3405772666836,0.1804440192897328,309.8838362513503,6,2,Sunday
2024-03-18,Webcam,Computing,North America,Direct,63.90407182442153,15,0.1708330553290501,4.774920965027006,30.052471315251474,363.1984171921482,794.807159800328,0.19913430928559428,158.27337478208327,3,1,Monday
2023-04-06,Monitor,Audio,Europe,Direct,368.35447021594285,11,0.28879479556646237,4.888819451154546,11.348683194997111,209.1322310540258,2881.731779233308,0.24236392793445213,698.4278332685219,4,2,Thursday
2023-01-07,Webcam,Accessories,Asia Pacific,Online,67.79573456797603,19,0.03683306689881255,4.752888151750588,33.93165036264139,354.9336062178696,1240.6735850824127,0.12080550130557899,149.88019440247078,1,1,Saturday
2024-12-09,Laptop,Audio,Asia Pacific,Retail,1455.0643988535958,3,0.1770884827544423,3.5361272816457525,33.08670085321103,210.6117095737078,3592.167756451823,0.11580194686163527,415.9800196507136,12,4,Monday
2023-08-14,Headphones,Electronics,Latin America,Partner,127.42266534810784,12,0.042033952729935764,4.736935951795825,26.934403921228114,448.3305911781048,1464.7990446737165,0.18787322966142178,275.19652732781634,8,3,Monday
2024-12-21,Tablet,Accessories,Asia Pacific,Online,373.7354718769892,8,0.20965375594827132,3.805100087193961,14.811039837233892,326.07654220697145,2363.0434117350314,0.18872983935912876,445.9768034954001,12,4,Saturday
2023-01-04,Headphones,Accessories,Europe,Online,88.58396429241517,5,0.00551720296424002,4.828597613120998,10.298798730056351,292.49307300198427,440.47614291018465,0.13529386834427054,59.59372128768262,1,1,Wednesday
2023-02-03,Headphones,Electronics,North America,Online,104.87324469899453,12,0.06192638152818096,3.0219916573169607,11.159853353096327,451.0091345055715,1180.5458896279956,0.22143747829616028,261.4171048121205,2,1,Friday
2024-12-31,Headphones,Audio,Europe,Direct,111.65490316787239,7,0.17198831345382018,4.676213926356592,23.197167569706092,387.7465747614925,647.1609527822629,0.1852086004608347,119.85977433770326,12,4,Tuesday
2024-07-29,Headphones,Accessories,Latin America,Retail,116.90168082131854,19,0.02710108817328236,4.541971851070957,8.071236740934122,420.1687054444844,2160.936843173726,0.10781666583852104,232.98500551861017,7,3,Monday
2024-05-26,Monitor,Audio,North America,Partner,284.56825734347626,3,0.2847920391173297,3.7932987461041083,47.93391214428349,76.15062593639139,610.5764491996879,0.36571623412633325,223.2977196475383,5,2,Sunday
2023-10-16,Tablet,Accessories,Latin America,Partner,372.45280885996505,3,0.25245889809301303,4.692815698629115,47.98563407255656,85.78934903278575,835.2713494305921,0.3658057054130772,305.54702518979065,10,4,Monday
2023-06-03,Laptop,Accessories,North America,Online,1005.0826690414854,17,0.12383806518202567,4.4098510993779065,31.922872622066958,235.24394125295424,14970.457991309828,0.16275467587404224,2436.5120380615967,6,2,Saturday
2023-05-11,Monitor,Accessories,North America,Direct,344.204470628164,6,0.17706920006072613,3.7219477938800534,9.121193299698536,459.48365197649895,1699.5387621402558,0.14886166844930437,252.99617572646392,5,2,Thursday
2023-01-17,Mouse,Accessories,North America,Partner,26.51625834266962,12,0.16257028421350744,4.745891671752816,37.95011988843025,405.21496245211034,266.46603225147635,0.26418782930409457,70.39708264379239,1,1,Tuesday
2024-04-29,Webcam,Accessories,Latin America,Retail,96.77163000674956,18,0.14682748909294213,3.4424188836392045,49.445060359849116,472.5890764464405,1486.1321020336914,0.2892260508944293,429.82811897864167,4,2,Monday
2023-10-15,Webcam,Accessories,Latin America,Partner,97.4757562337188,7,0.010183793575739652,4.39484053449368,18.380705331764787,462.9541357344999,675.3815827751685,0.3872627672341219,261.55014068447286,10,4,Sunday
2024-12-27,Desktop,Electronics,Europe,Partner,984.8170603957253,7,0.13654310551084684,4.044869152142338,34.004599278162,328.5820017171818,5952.429564264608,0.21320453699194378,1269.0849892261936,12,4,Friday
2024-09-11,Tablet,Audio,North America,Retail,496.9996713046562,11,0.10196248913041984,4.449533543057523,7.941035335952407,164.49226553699907,4909.5678249357625,0.2854601028593675,1401.485736301204,9,3,Wednesday
2024-05-30,Laptop,Electronics,Europe,Online,1402.7134601439152,1,0.26579332447085613,4.231726376364609,15.48317636391352,21.95638296270363,1029.8815862922463,0.3634543137412929,374.3149051806425,5,2,Thursday
2024-06-29,Desktop,Accessories,Asia Pacific,Partner,714.189163830689,18,0.28172030955386884,4.597566471547331,49.90703497400018,181.848789571338,9233.776287293194,0.23498613573425503,2169.809407985624,6,2,Saturday
2024-04-21,Headphones,Accessories,North America,Direct,111.37527316091851,12,0.2952250407597885,4.536546827729037,23.79950519753002,216.4649311157644,941.9340432282453,0.13670372534719782,128.7658927406496,4,2,Sunday
2024-07-30,Mouse,Accessories,North America,Partner,25.84138458172066,18,0.08889243613679702,3.46721550209982,6.894193533636285,18.758228019372766,423.7970571558656,0.21323418574899228,90.36802040545014,7,3,Tuesday
2024-08-07,Headphones,Computing,North America,Online,113.98236413465351,12,0.2869247092678275,4.595978644286767,16.654219322081616,298.39157219689025,975.3360893239009,0.14097007801099012,137.49320459892434,8,3,Wednesday
2024-03-15,Webcam,Computing,Europe,Direct,77.52755667187012,13,0.29675547294400767,4.486705645787248,7.924388426730231,206.77431584848887,708.7707890317073,0.10499183926058508,74.41514875461507,3,1,Friday
2024-07-28,Mouse,Accessories,North America,Partner,26.408606387706357,10,0.014083607144343901,3.7681812229824994,6.652937184197613,479.0624288618296,260.3667795011229,0.32546591690470794,84.74051262185888,7,3,Sunday
2024-05-31,Tablet,Electronics,Europe,Partner,363.26480460731074,9,0.27832568495856386,4.989815645292871,12.825286214876929,204.1585892623028,2359.429911392779,0.17152711014860667,404.7061942993865,5,2,Friday
2023-03-03,Desktop,Electronics,Latin America,Partner,966.3332499962472,6,0.1868812148805356,4.495743208184457,6.568932210522121,448.51150620164157,4714.462309544953,0.10060211375169222,474.284873542907,3,1,Friday
2024-09-01,Mouse,Computing,North America,Direct,23.320000532358826,9,0.01331299905997103,4.704387066694015,6.594006578834528,171.2351690312368,207.08587248473705,0.36172970726054354,74.90911203169819,9,3,Sunday
2023-09-18,Laptop,Computing,Asia Pacific,Retail,1205.0719278424192,15,0.0015246419454077898,4.391428585699501,7.195261175292789,270.9752345063734,18048.51936950996,0.23313665154727178,4207.7713711936285,9,3,Monday
2023-11-12,Mouse,Audio,North America,Direct,20.951635743628756,17,0.018455107871770515,4.765812538274923,28.22355591996275,454.1917225278442,349.60450778013075,0.17165796388996757,60.012397972291566,11,4,Sunday
